week,tv_spend,facebook_spend,search_spend,other_spend,revenue,log_revenue
2091-02-11,4.18,0.68,1.27,0.48,434.66,6.07
2091-02-18,3.94,2.29,1.4,1.94,187.63,5.23
2091-02-25,3.44,1.48,3.26,1.96,42.86,3.76
2091-03-04,2.95,2.42,1.51,1.02,41.05,3.71
2091-03-11,1.53,1.61,3.9,1.64,56.67,4.04
2091-03-18,2.05,1.37,2.84,1.41,525.78,6.26
2091-03-25,2.68,1.63,3.02,0.5,223.78,5.41
2091-04-01,3.4,2.37,1.5,0.8,-199.32,0.0
2091-04-08,3.05,2.76,3.66,0.83,67.63,4.21
2091-04-15,2.15,0.62,2.94,1.31,70.61,4.26
2091-04-22,1.03,1.81,3.57,1.29,-131.66,0.0
2091-04-29,2.98,0.58,3.86,1.87,-258.47,0.0
2091-05-06,2.14,1.67,1.2,1.64,182.55,5.21
2091-05-13,3.94,2.71,1.11,1.76,-71.44,0.0
2091-05-20,1.1,1.4,3.37,1.82,335.01,5.81
2091-05-27,3.34,2.83,3.57,1.66,124.21,4.82
2091-06-03,4.77,2.08,2.67,0.87,12.54,2.53
2091-06-10,1.7,2.84,1.97,0.67,-402.85,0.0
2091-06-17,2.89,2.39,2.89,1.27,345.96,5.85
2091-06-24,1.37,0.76,1.78,1.47,112.77,4.73
2091-07-01,3.5,1.08,1.56,0.96,-20.45,0.0
2091-07-08,3.2,1.49,2.36,1.74,-90.47,0.0
2091-07-15,2.63,0.93,1.49,1.93,384.0,5.95
2091-07-22,3.09,1.74,2.35,1.27,-125.75,0.0
2091-07-29,4.59,1.68,3.86,1.08,46.4,3.84
2091-08-05,1.79,2.89,3.49,1.73,223.89,5.41
2091-08-12,1.09,1.58,3.81,0.34,376.79,5.93
2091-08-19,4.45,2.46,3.38,0.52,75.18,4.32
2091-08-26,3.31,2.85,1.94,1.74,-48.52,0.0
2091-09-02,4.56,2.69,3.4,1.54,106.16,4.66
2091-09-09,3.39,1.02,3.75,1.01,281.59,5.64
2091-09-16,4.24,1.74,3.83,1.81,347.2,5.85
2091-09-23,2.72,1.37,2.99,0.9,-187.57,0.0
2091-09-30,4.0,1.5,1.48,1.38,102.01,4.63
2091-10-07,4.65,1.4,0.93,1.38,-212.01,0.0
2091-10-14,3.29,2.57,1.27,0.61,256.07,5.55
2091-10-21,1.72,1.63,3.89,0.78,180.09,5.19
2091-10-28,2.08,1.81,2.28,1.86,-102.46,0.0
2091-11-04,1.79,2.96,3.54,0.61,412.76,6.02
2091-11-11,1.99,0.65,2.29,0.6,128.0,4.85
2091-11-18,2.23,1.72,2.91,1.12,132.78,4.89
2091-11-25,3.22,2.44,0.88,0.46,34.61,3.54
2091-12-02,3.35,0.88,1.6,1.82,68.84,4.23
2091-12-09,2.71,2.03,2.2,0.47,4.99,1.61
2091-12-16,3.46,1.1,2.82,1.35,-58.35,0.0
2091-12-23,1.33,2.67,1.35,0.88,313.08,5.75
2091-12-30,1.35,1.32,3.25,1.67,-14.89,0.0
2092-01-06,1.69,1.32,1.97,1.3,-39.91,0.0
2092-01-13,3.07,2.0,3.42,0.96,78.7,4.37
2092-01-20,1.86,0.96,1.11,1.97,337.82,5.82
2092-01-27,2.13,1.21,2.98,0.41,304.54,5.72
2092-02-03,2.6,1.54,1.74,1.28,-7.17,0.0
2092-02-10,4.25,1.38,3.35,1.98,356.04,5.88
2092-02-17,1.06,1.81,2.09,1.47,90.49,4.51
2092-02-24,3.6,2.0,2.93,1.56,-64.19,0.0
2092-03-02,3.68,1.92,3.79,0.35,15.8,2.76
2092-03-09,4.19,2.14,0.87,0.34,348.5,5.85
2092-03-16,4.73,1.27,0.84,0.36,483.99,6.18
2092-03-23,1.08,0.82,3.26,1.99,141.3,4.95
2092-03-30,1.62,2.4,2.87,1.97,-18.71,0.0
2092-04-06,4.54,2.63,1.74,0.87,73.3,4.29
2092-04-13,2.83,1.14,2.38,0.79,-76.4,0.0
2092-04-20,3.26,1.52,0.93,0.55,-62.32,0.0
2092-04-27,3.65,1.75,1.42,0.86,-67.3,0.0
2092-05-04,3.72,1.83,2.16,0.93,72.88,4.29
2092-05-11,4.73,2.15,3.47,1.57,147.63,4.99
2092-05-18,4.99,0.6,2.33,1.77,61.41,4.12
2092-05-25,3.88,2.3,2.68,1.57,62.42,4.13
2092-06-01,2.15,0.65,3.6,1.4,238.08,5.47
2092-06-08,4.52,1.67,1.79,1.6,45.19,3.81
2092-06-15,1.2,2.57,3.04,1.56,60.81,4.11
2092-06-22,1.92,1.63,3.56,1.11,58.52,4.07
2092-06-29,4.59,0.87,1.45,0.87,381.93,5.95
2092-07-06,2.02,2.96,1.94,0.78,-13.48,0.0
2092-07-13,1.88,2.72,3.94,1.45,233.3,5.45
2092-07-20,1.55,2.43,3.95,1.93,-39.27,0.0
2092-07-27,4.44,1.53,1.51,1.29,152.98,5.03
2092-08-03,3.0,0.96,1.01,1.85,169.21,5.13
2092-08-10,3.7,2.85,1.67,0.32,307.32,5.73
2092-08-17,1.96,1.83,2.07,1.65,0.11,0.0
2092-08-24,4.03,2.63,2.21,1.75,-117.04,0.0
2092-08-31,4.04,1.36,2.78,1.37,-59.65,0.0
2092-09-07,2.25,1.34,3.68,1.89,291.59,5.68
2092-09-14,2.64,2.96,1.86,1.3,507.43,6.23
2092-09-21,1.84,1.8,3.52,0.71,259.6,5.56
2092-09-28,4.91,0.85,1.1,0.67,-183.14,0.0
2092-10-05,3.58,1.05,0.93,1.24,221.61,5.4
2092-10-12,4.74,1.7,2.41,1.84,-85.0,0.0
2092-10-19,2.21,0.61,0.99,0.42,-27.87,0.0
2092-10-26,4.13,1.66,2.06,1.33,127.82,4.85
2092-11-02,4.06,1.55,3.67,1.61,185.24,5.22
2092-11-09,3.77,2.45,1.57,0.5,98.67,4.59
2092-11-16,4.86,1.39,3.06,0.5,-16.29,0.0
2092-11-23,2.57,2.96,1.77,0.92,299.19,5.7
2092-11-30,1.52,0.95,0.94,0.77,-63.92,0.0
2092-12-07,3.69,1.98,2.58,0.64,346.03,5.85
2092-12-14,3.92,0.72,3.47,0.64,-176.59,0.0
2092-12-21,3.3,2.33,2.11,0.52,131.79,4.88
2092-12-28,1.83,2.99,2.78,1.34,-146.45,0.0
2093-01-04,3.02,2.55,3.68,1.47,-49.55,0.0
2093-01-11,2.25,1.89,3.33,1.49,-4.56,0.0
2093-01-18,2.71,1.71,1.42,1.21,373.67,5.92
2093-01-25,3.58,2.59,3.15,1.92,378.1,5.94
2093-02-01,3.98,2.84,2.41,1.8,285.85,5.66
2093-02-08,1.93,2.97,3.19,1.93,115.21,4.75
2093-02-15,2.62,1.49,2.38,0.96,117.02,4.76
2093-02-22,2.08,2.98,1.21,1.79,332.74,5.81
2093-03-01,1.79,0.89,2.62,1.6,212.64,5.36
2093-03-08,4.13,1.13,2.37,0.88,90.29,4.5
2093-03-15,4.64,0.72,2.46,0.48,382.37,5.95
2093-03-22,2.48,1.18,3.61,1.46,258.4,5.55
2093-03-29,4.01,2.42,3.66,0.53,167.18,5.12
2093-04-05,4.59,2.63,2.25,0.8,14.26,2.66
2093-04-12,4.38,2.45,2.26,1.15,-5.78,0.0
2093-04-19,1.73,2.08,2.45,1.46,15.55,2.74
2093-04-26,4.83,1.78,2.46,1.87,197.73,5.29
2093-05-03,2.51,2.27,3.84,1.31,278.63,5.63
2093-05-10,2.36,1.48,2.88,1.44,-201.9,0.0
2093-05-17,1.25,2.6,1.69,0.83,-318.63,0.0
2093-05-24,2.94,2.19,2.5,1.47,-95.57,0.0
2093-05-31,1.44,2.24,2.81,1.04,4.22,1.44
2093-06-07,1.99,1.84,2.85,1.76,328.71,5.8
2093-06-14,2.27,2.71,2.67,0.97,39.54,3.68
2093-06-21,4.24,1.13,1.37,1.1,124.41,4.82
2093-06-28,4.5,1.45,0.91,1.04,155.82,5.05
2093-07-05,2.21,2.44,1.88,1.68,-121.09,0.0
2093-07-12,4.43,1.73,2.17,1.92,390.37,5.97
2093-07-19,4.43,2.72,1.0,0.86,-45.6,0.0
2093-07-26,4.06,1.37,3.41,1.11,417.48,6.03
2093-08-02,1.59,1.42,1.9,1.5,40.56,3.7
2093-08-09,3.76,2.72,3.72,1.82,60.22,4.1
2093-08-16,4.78,1.66,1.29,1.14,-138.88,0.0
2093-08-23,3.73,1.79,0.98,0.49,107.94,4.68
2093-08-30,2.33,1.33,2.34,0.93,525.26,6.26
2093-09-06,3.0,1.19,1.41,1.24,148.29,5.0
2093-09-13,3.58,2.14,3.8,1.01,170.47,5.14
2093-09-20,3.04,0.8,0.83,0.62,-83.81,0.0
2093-09-27,1.48,2.7,2.12,0.36,196.23,5.28
2093-10-04,2.25,2.45,3.77,1.47,142.71,4.96
2093-10-11,4.21,0.98,2.03,1.99,73.22,4.29
2093-10-18,4.45,2.24,1.1,1.86,187.13,5.23
2093-10-25,1.55,2.01,1.77,1.46,-292.85,0.0
2093-11-01,4.81,0.96,2.39,1.73,74.47,4.31
2093-11-08,2.32,1.18,1.39,0.73,-182.13,0.0
2093-11-15,3.65,1.52,2.29,1.36,94.43,4.55
2093-11-22,4.01,2.25,3.48,0.4,-31.64,0.0
2093-11-29,4.25,2.1,3.59,1.5,-10.63,0.0
2093-12-06,4.78,1.83,0.96,1.95,-182.35,0.0
2093-12-13,2.25,2.42,1.31,1.76,298.74,5.7
2093-12-20,4.43,2.39,1.68,1.21,-40.08,0.0
2093-12-27,1.53,2.04,2.7,1.64,-39.34,0.0
2094-01-03,3.82,2.47,1.96,1.9,405.14,6.0
2094-01-10,3.97,1.34,3.5,0.67,217.21,5.38
2094-01-17,3.71,2.7,3.09,1.65,-290.16,0.0
2094-01-24,2.01,2.04,1.12,0.76,338.21,5.82
2094-01-31,4.49,2.56,2.8,1.79,447.12,6.1
2094-02-07,1.68,1.87,1.16,0.47,366.43,5.9
2094-02-14,1.21,1.05,1.62,0.6,183.16,5.21
2094-02-21,3.87,1.86,1.37,1.53,-138.95,0.0
2094-02-28,2.9,1.43,1.35,0.6,53.8,3.99
2094-03-07,4.4,2.24,2.77,0.57,-183.16,0.0
2094-03-14,2.53,1.69,2.6,1.24,-87.39,0.0
2094-03-21,1.67,2.59,1.36,1.72,-148.66,0.0
2094-03-28,4.35,2.2,3.97,0.76,-0.99,0.0
2094-04-04,3.2,2.21,2.15,1.73,125.79,4.83
2094-04-11,1.76,1.04,1.11,1.67,-37.39,0.0
2094-04-18,3.88,2.96,1.19,1.28,-6.78,0.0
2094-04-25,3.04,2.6,2.67,1.4,44.45,3.79
2094-05-02,3.42,2.47,3.93,0.37,417.74,6.03
2094-05-09,2.84,1.33,2.63,0.92,515.48,6.25
2094-05-16,4.31,1.84,3.84,0.75,27.74,3.32
2094-05-23,4.32,0.84,2.22,0.56,147.97,5.0
2094-05-30,3.84,1.85,2.19,0.96,-77.67,0.0
2094-06-06,1.42,0.86,2.4,0.9,215.8,5.37
2094-06-13,4.36,1.88,3.03,1.54,15.32,2.73
2094-06-20,3.68,2.12,1.98,1.32,-51.06,0.0
2094-06-27,3.79,1.48,3.56,1.85,511.06,6.24
2094-07-04,2.45,1.75,0.89,0.55,-214.5,0.0
2094-07-11,4.52,2.69,2.21,0.4,-387.04,0.0
2094-07-18,3.9,0.77,2.44,1.21,230.01,5.44
2094-07-25,1.45,2.48,2.74,0.3,10.48,2.35
2094-08-01,2.63,0.93,1.68,1.64,-63.58,0.0
2094-08-08,4.55,0.59,2.17,1.16,628.12,6.44
2094-08-15,1.19,0.96,2.35,1.13,208.03,5.34
2094-08-22,4.85,2.41,3.0,0.92,105.57,4.66
2094-08-29,3.72,1.51,3.28,0.94,-39.88,0.0
2094-09-05,3.53,2.68,3.16,1.03,202.12,5.31
2094-09-12,2.08,1.81,1.89,0.33,-278.14,0.0
2094-09-19,2.0,0.56,4.0,0.44,-18.41,0.0
2094-09-26,4.77,2.29,3.52,1.16,116.76,4.76
2094-10-03,2.19,0.78,1.63,0.56,96.81,4.57
2094-10-10,4.1,2.47,1.42,1.62,63.5,4.15
2094-10-17,2.57,0.92,1.8,0.77,-76.11,0.0
2094-10-24,1.56,1.36,2.25,0.47,249.0,5.52
2094-10-31,1.04,2.4,3.52,0.7,-236.81,0.0
2094-11-07,3.18,2.89,3.29,0.91,58.36,4.07
2094-11-14,4.9,1.43,3.52,0.36,7.44,2.01
2094-11-21,2.48,2.57,1.67,0.54,280.82,5.64
2094-11-28,2.43,0.98,2.7,0.85,-15.88,0.0
2094-12-05,2.38,2.52,1.71,0.83,166.49,5.11
2094-12-12,3.08,2.14,1.15,1.66,142.53,4.96
2094-12-19,2.76,0.98,2.99,1.73,-279.63,0.0
2094-12-26,4.52,1.26,1.26,0.63,60.11,4.1
2095-01-02,3.02,0.83,2.94,0.51,-267.81,0.0
2095-01-09,3.03,1.46,2.87,1.38,161.99,5.09
2095-01-16,1.55,1.01,3.39,1.67,-62.3,0.0
2095-01-23,4.93,2.11,1.25,1.94,330.49,5.8
2095-01-30,2.0,2.99,3.31,0.31,66.85,4.2
2095-02-06,1.29,0.53,4.0,1.0,-72.32,0.0
2095-02-13,3.65,1.85,3.52,1.55,352.01,5.86
2095-02-20,3.38,1.93,3.21,1.71,-67.49,0.0
2095-02-27,2.66,2.79,2.92,0.41,279.46,5.63
2095-03-06,2.69,1.77,2.15,1.46,175.73,5.17
2095-03-13,4.14,1.86,3.14,0.79,33.37,3.51
2095-03-20,1.78,1.68,3.12,0.43,-183.89,0.0
2095-03-27,4.28,1.17,2.82,1.13,344.62,5.84
2095-04-03,3.59,0.64,3.35,0.57,189.6,5.24
2095-04-10,2.68,1.52,2.24,1.55,-73.42,0.0
2095-04-17,2.83,0.63,1.19,1.56,104.78,4.65
2095-04-24,2.03,1.88,2.59,1.73,287.45,5.66
2095-05-01,4.01,1.27,1.65,0.94,99.12,4.6
2095-05-08,3.05,1.83,2.03,0.32,126.17,4.84
2095-05-15,2.28,0.84,0.86,0.74,251.24,5.53
2095-05-22,3.38,2.83,2.02,1.1,404.36,6.0
2095-05-29,4.98,2.74,3.39,1.48,107.0,4.67
2095-06-05,2.74,0.97,2.54,0.95,-191.06,0.0
2095-06-12,4.68,1.36,0.83,1.21,-188.22,0.0
2095-06-19,2.38,2.03,2.3,1.19,-54.24,0.0
2095-06-26,1.22,0.74,1.73,0.58,-139.46,0.0
2095-07-03,1.82,1.39,2.33,1.36,-263.6,0.0
2095-07-10,2.67,1.13,2.1,1.05,441.16,6.09
2095-07-17,1.88,2.79,3.78,1.67,219.22,5.39
2095-07-24,1.0,2.63,0.93,1.47,-43.83,0.0
2095-07-31,4.66,1.95,2.99,0.49,101.43,4.62
2095-08-07,4.38,1.8,3.52,1.13,-242.16,0.0
2095-08-14,3.97,2.83,3.87,1.49,362.65,5.89
2095-08-21,1.67,2.83,1.37,0.45,-319.81,0.0
2095-08-28,1.48,2.92,2.5,1.65,194.68,5.27
2095-09-04,1.27,0.81,0.94,0.68,-330.28,0.0
2095-09-11,3.9,0.9,2.4,1.16,0.92,0.0
2095-09-18,4.72,2.19,1.2,1.9,340.08,5.83
2095-09-25,2.72,1.85,3.48,1.27,-224.19,0.0
2095-10-02,1.48,0.55,1.16,1.02,11.19,2.42
2095-10-09,3.05,0.65,2.44,0.31,196.01,5.28
2095-10-16,2.4,2.72,2.47,0.53,184.29,5.22
2095-10-23,2.5,2.67,3.91,1.28,131.16,4.88
2095-10-30,3.49,1.39,2.9,1.14,192.89,5.26
2095-11-06,3.87,2.73,1.72,0.92,-28.03,0.0
2095-11-13,1.44,1.98,1.57,1.87,454.81,6.12
2095-11-20,1.14,2.51,1.21,0.87,-260.33,0.0
2095-11-27,4.98,1.57,3.22,1.21,345.43,5.84
2095-12-04,1.93,0.78,3.01,1.27,114.24,4.74
2095-12-11,1.22,1.58,2.75,1.2,199.41,5.3
2095-12-18,1.76,1.64,0.93,1.11,212.22,5.36
2095-12-25,1.16,1.88,3.24,0.87,195.88,5.28
2096-01-01,2.57,0.76,2.85,1.84,-80.46,0.0
2096-01-08,4.21,2.98,3.88,1.07,75.76,4.33
2096-01-15,2.36,1.11,2.68,1.2,-211.9,0.0
2096-01-22,2.78,1.0,1.77,1.42,8.14,2.1
2096-01-29,3.7,1.82,2.02,0.42,148.31,5.0
2096-02-05,3.04,1.84,1.36,1.63,196.41,5.28
2096-02-12,4.45,1.6,3.11,1.17,185.6,5.22
2096-02-19,4.46,2.43,3.06,1.42,-233.09,0.0
2096-02-26,1.04,1.79,1.44,1.61,-52.92,0.0
2096-03-04,4.11,2.02,1.31,1.79,-46.72,0.0
2096-03-11,2.84,2.31,1.05,0.97,-191.05,0.0
2096-03-18,4.96,0.56,3.72,1.68,-56.62,0.0
2096-03-25,2.93,1.93,1.55,0.74,73.73,4.3
2096-04-01,4.95,2.71,1.9,1.42,390.5,5.97
2096-04-08,4.02,0.54,1.7,0.47,-124.11,0.0
2096-04-15,1.99,1.51,2.12,0.33,-158.14,0.0
2096-04-22,3.15,2.82,3.08,0.46,-12.29,0.0
2096-04-29,4.97,1.38,3.59,0.84,181.84,5.2
2096-05-06,4.43,1.65,1.38,0.35,322.47,5.78
2096-05-13,1.39,2.95,3.0,1.37,81.07,4.4
2096-05-20,3.83,1.0,1.93,0.84,-213.48,0.0
2096-05-27,2.38,0.66,3.94,1.55,-152.78,0.0
2096-06-03,1.03,2.65,1.76,0.38,105.9,4.66
2096-06-10,2.61,2.67,0.82,0.67,267.7,5.59
2096-06-17,1.94,1.68,2.45,0.99,440.54,6.09
2096-06-24,4.28,1.79,1.28,0.95,-156.86,0.0
2096-07-01,2.35,2.59,0.94,0.52,94.57,4.55
2096-07-08,4.31,2.35,3.03,1.99,-87.86,0.0
2096-07-15,1.0,1.16,3.14,0.78,-106.69,0.0
2096-07-22,2.23,0.54,2.27,1.53,-130.56,0.0
2096-07-29,1.96,1.7,2.97,0.67,17.12,2.84
2096-08-05,1.93,2.65,2.52,1.79,-82.42,0.0
2096-08-12,1.27,2.74,2.82,0.96,585.85,6.37
2096-08-19,1.75,2.89,2.71,1.83,6.54,1.88
2096-08-26,3.22,2.7,2.93,0.88,304.09,5.72
2096-09-02,2.17,1.95,1.44,0.31,-68.02,0.0
2096-09-09,2.67,1.61,1.66,1.18,518.14,6.25
2096-09-16,2.51,2.44,2.21,1.19,156.2,5.05
2096-09-23,4.5,2.35,2.23,0.5,267.54,5.59
2096-09-30,4.62,1.85,3.28,0.7,-6.43,0.0
2096-10-07,2.97,0.72,1.98,1.63,265.48,5.58
2096-10-14,2.32,2.82,1.32,0.36,140.94,4.95
2096-10-21,1.43,1.64,1.6,1.13,-14.98,0.0
2096-10-28,4.81,1.41,1.49,1.2,-132.25,0.0
2096-11-04,1.24,2.07,3.14,1.47,41.78,3.73
2096-11-11,2.19,2.18,2.31,0.36,15.51,2.74
2096-11-18,2.19,1.03,3.07,1.3,256.16,5.55
2096-11-25,2.28,2.59,2.13,0.31,36.42,3.6
2096-12-02,1.66,1.22,3.65,0.75,-297.89,0.0
2096-12-09,4.13,0.97,3.95,1.15,238.85,5.48
2096-12-16,1.49,1.52,2.94,1.85,342.14,5.84
2096-12-23,3.54,2.33,3.56,0.52,-220.94,0.0
2096-12-30,1.5,2.91,2.43,0.59,447.19,6.1
2097-01-06,1.28,2.52,3.79,1.44,383.92,5.95
2097-01-13,4.64,2.85,3.46,0.94,1.74,0.55
2097-01-20,1.76,0.85,3.97,1.36,-132.73,0.0
2097-01-27,4.29,0.68,2.79,2.0,304.9,5.72
2097-02-03,3.18,1.89,3.29,1.98,-166.48,0.0
2097-02-10,1.31,1.23,2.54,0.9,-65.9,0.0
2097-02-17,4.82,2.57,1.63,1.16,-163.39,0.0
2097-02-24,1.99,2.18,1.94,1.84,81.46,4.4
2097-03-03,4.44,2.93,3.66,0.46,420.86,6.04
2097-03-10,1.68,1.14,0.98,1.07,122.06,4.8
2097-03-17,4.42,1.71,2.69,0.94,304.62,5.72
2097-03-24,1.05,1.75,1.99,0.8,-7.01,0.0
2097-03-31,3.05,1.1,2.04,1.99,97.52,4.58
2097-04-07,4.08,1.98,3.63,1.55,-126.77,0.0
2097-04-14,4.74,1.61,3.53,0.96,95.62,4.56
2097-04-21,4.64,1.62,2.72,1.71,-43.41,0.0
2097-04-28,4.28,1.41,1.67,1.13,49.82,3.91
2097-05-05,4.55,0.54,2.32,1.78,40.87,3.71
2097-05-12,1.8,1.81,2.11,0.75,8.51,2.14
2097-05-19,2.14,1.34,1.93,0.68,487.04,6.19
2097-05-26,2.16,0.5,1.13,0.72,397.33,5.98
2097-06-02,2.51,1.27,2.54,1.22,362.68,5.89
2097-06-09,2.57,1.2,1.77,0.8,424.42,6.05
2097-06-16,3.18,1.48,2.91,0.55,373.56,5.92
2097-06-23,1.64,0.83,1.82,1.99,55.87,4.02
2097-06-30,3.76,1.77,2.18,1.83,68.22,4.22
2097-07-07,1.67,2.23,0.97,1.38,108.63,4.69
2097-07-14,2.24,2.08,3.98,1.82,69.42,4.24
2097-07-21,3.01,2.51,2.42,1.89,-107.97,0.0
2097-07-28,4.19,1.63,0.88,1.45,132.78,4.89
2097-08-04,3.96,1.8,2.53,1.18,-216.1,0.0
2097-08-11,3.58,2.53,3.59,1.8,149.27,5.01
2097-08-18,1.62,1.57,3.27,1.27,-111.73,0.0
2097-08-25,3.19,2.25,3.04,0.52,84.57,4.44
2097-09-01,1.35,1.59,1.25,0.92,91.39,4.52
2097-09-08,2.51,1.54,2.9,1.06,16.9,2.83
2097-09-15,2.65,2.4,3.25,1.89,-219.83,0.0
2097-09-22,1.16,0.94,2.63,1.42,-170.51,0.0
2097-09-29,2.1,1.35,3.66,1.79,188.37,5.24
2097-10-06,4.82,1.06,1.69,1.59,-26.95,0.0
2097-10-13,4.81,1.4,1.57,0.83,195.22,5.27
2097-10-20,2.41,1.08,3.58,1.52,95.47,4.56
2097-10-27,1.17,1.95,2.8,0.63,38.37,3.65
2097-11-03,1.72,2.5,0.8,0.99,130.24,4.87
2097-11-10,2.57,2.47,1.93,1.67,-47.53,0.0
2097-11-17,4.79,1.41,3.55,1.34,195.22,5.27
2097-11-24,1.56,2.97,0.89,1.7,-13.89,0.0
2097-12-01,4.05,1.98,0.81,0.73,579.33,6.36
2097-12-08,1.43,1.5,1.7,1.57,-163.95,0.0
2097-12-15,4.93,2.59,3.72,0.64,58.11,4.06
2097-12-22,2.53,2.32,3.68,1.23,46.13,3.83
2097-12-29,4.1,2.37,2.46,1.04,-167.0,0.0
2098-01-05,2.37,0.99,2.57,1.25,220.8,5.4
2098-01-12,3.51,1.67,1.86,0.53,-7.02,0.0
2098-01-19,1.77,2.65,1.58,0.91,-401.69,0.0
2098-01-26,1.58,1.76,3.41,1.43,231.12,5.44
2098-02-02,4.75,2.21,1.14,1.25,-39.36,0.0
2098-02-09,4.67,1.97,2.36,1.23,81.58,4.4
2098-02-16,4.55,2.61,2.83,1.17,251.33,5.53
2098-02-23,3.5,1.21,1.13,1.9,-3.89,0.0
2098-03-02,4.23,1.94,2.46,1.89,28.93,3.37
2098-03-09,1.28,0.81,2.65,0.91,557.13,6.32
2098-03-16,2.34,2.23,3.18,0.9,-333.2,0.0
2098-03-23,2.25,2.33,1.55,1.24,-181.71,0.0
2098-03-30,3.54,0.61,1.74,0.46,-154.39,0.0
2098-04-06,2.42,2.19,2.62,0.82,446.88,6.1
2098-04-13,1.59,1.54,3.95,0.69,-35.08,0.0
2098-04-20,3.39,0.81,1.5,0.68,110.69,4.71
2098-04-27,4.26,1.55,3.95,1.39,24.09,3.18
2098-05-04,2.53,0.99,3.09,0.95,203.75,5.32
2098-05-11,1.53,1.54,3.44,0.59,82.76,4.42
2098-05-18,1.79,1.46,1.09,1.81,107.79,4.68
2098-05-25,1.95,2.35,1.76,1.79,336.55,5.82
2098-06-01,2.2,2.44,0.98,1.77,158.48,5.07
2098-06-08,3.57,2.02,1.99,0.96,-59.58,0.0
2098-06-15,3.4,0.56,3.94,0.4,157.41,5.06
2098-06-22,3.78,2.83,1.14,0.48,567.4,6.34
2098-06-29,2.45,2.22,2.6,0.77,202.02,5.31
2098-07-06,4.3,0.59,0.82,0.67,87.44,4.47
2098-07-13,1.82,2.55,3.08,1.79,-173.88,0.0
2098-07-20,2.88,1.0,1.43,1.98,211.25,5.35
2098-07-27,4.2,1.95,1.21,1.69,258.11,5.55
2098-08-03,1.72,1.67,1.88,1.54,132.19,4.88
2098-08-10,1.44,1.55,3.27,1.3,108.44,4.69
2098-08-17,4.53,2.72,1.14,1.61,660.64,6.49
2098-08-24,2.37,1.59,1.54,1.91,241.76,5.49
2098-08-31,3.74,0.69,0.83,1.32,305.17,5.72
2098-09-07,1.1,2.87,3.9,0.56,117.88,4.77
2098-09-14,3.76,2.8,2.69,0.58,80.69,4.39
2098-09-21,2.26,2.21,3.1,1.29,224.09,5.41
2098-09-28,1.22,1.67,2.88,0.87,50.91,3.93
2098-10-05,3.44,0.73,1.26,1.85,54.38,4.0
2098-10-12,1.96,2.48,2.7,1.34,185.33,5.22
2098-10-19,2.55,0.69,1.22,1.45,-48.36,0.0
2098-10-26,1.32,0.67,2.08,0.31,95.53,4.56
2098-11-02,1.59,1.84,2.62,1.15,95.9,4.56
2098-11-09,2.19,0.9,2.59,1.03,265.74,5.58
2098-11-16,1.36,0.52,1.18,1.5,-79.94,0.0
2098-11-23,4.64,1.56,0.91,0.95,-325.74,0.0
2098-11-30,1.02,0.84,3.35,1.96,16.3,2.79
2098-12-07,2.94,0.9,3.12,1.44,167.8,5.12
2098-12-14,1.49,0.69,1.06,1.42,236.11,5.46
2098-12-21,2.23,1.01,1.21,1.86,-81.14,0.0
2098-12-28,4.7,2.29,3.66,1.99,238.32,5.47
2099-01-04,1.65,2.52,3.26,0.64,322.57,5.78
2099-01-11,4.86,1.63,3.99,1.68,276.94,5.62
2099-01-18,1.82,1.77,1.61,0.58,-95.27,0.0
2099-01-25,3.97,0.58,2.36,1.08,-57.14,0.0
2099-02-01,3.19,0.67,1.56,0.47,146.28,4.99
2099-02-08,4.54,1.14,2.79,1.36,423.79,6.05
2099-02-15,3.22,1.86,1.17,1.1,73.9,4.3
2099-02-22,3.14,2.35,1.21,1.37,45.18,3.81
2099-03-01,1.78,2.01,1.03,1.45,-212.81,0.0
2099-03-08,1.66,1.48,3.02,1.35,10.28,2.33
2099-03-15,4.67,0.8,2.38,0.8,-56.46,0.0
2099-03-22,2.31,2.45,2.78,1.72,103.62,4.64
2099-03-29,2.49,1.41,3.61,1.24,-205.35,0.0
2099-04-05,4.04,2.34,3.17,1.13,47.88,3.87
2099-04-12,2.36,1.78,2.28,1.98,-117.5,0.0
2099-04-19,4.81,2.35,3.95,0.78,317.83,5.76
2099-04-26,3.95,2.77,2.26,1.2,-67.11,0.0
2099-05-03,3.39,2.8,1.16,1.46,-29.02,0.0
2099-05-10,4.52,1.84,3.98,0.51,176.88,5.18
2099-05-17,1.2,1.78,0.87,0.9,-42.2,0.0
2099-05-24,2.03,1.16,2.56,1.66,548.8,6.31
2099-05-31,2.86,2.84,1.79,0.7,273.41,5.61
2099-06-07,1.91,1.64,2.41,1.14,80.31,4.39
2099-06-14,3.98,0.82,2.59,1.37,160.93,5.08
2099-06-21,4.68,1.58,1.57,1.44,-383.96,0.0
2099-06-28,2.7,0.82,2.58,1.54,324.14,5.78
2099-07-05,2.37,1.76,3.22,1.77,199.56,5.3
2099-07-12,4.85,1.9,1.65,0.97,76.61,4.34
2099-07-19,2.78,1.34,2.03,1.5,189.45,5.24
2099-07-26,2.96,0.68,1.66,1.54,201.97,5.31
2099-08-02,2.41,2.86,3.43,0.81,25.72,3.25
2099-08-09,4.64,2.43,3.12,1.95,198.87,5.29
2099-08-16,3.28,2.6,3.59,1.77,329.79,5.8
